Unit_Id,Annotation,Media_Unit-Annotation_Score,Expert,Trusted_Judgment,term1,b1,e1,term2,b2,e2,Unit,term1_UMLS
907603,treat,0.9883716977,1,1,BACTERIAL VAGINOSIS,109,128,CREAM VERSUS ORAL METRONIDAZOLE,57,88,"Andres FJ, Parker R, Hosein I et al. Clindamycin vagil CREAM VERSUS ORAL METRONIDAZOLE in the treatment of BACTERIAL VAGINOSIS: a prospective double blind clinical trial.",
907609,treat,0.9965457582,1,1,SEVERE HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,57,110,COLESTIPOL,31,41,Illingworth DR. Mevinolin plus COLESTIPOL in therapy for SEVERE HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,
907612,treat,0.7071067812,1,1,UNCOMPLICATED URIRY TRACT INFECTION,103,140,NORFLOXACIN AND AMOXYCILLIN,55,82,"Hill S, Yeates M, Pathy J et al. A CONTROLLED TRIAL OF NORFLOXACIN AND AMOXYCILLIN IN the TREATMENT OF UNCOMPLICATED URIRY TRACT INFECTION IN THE ELDERLY.",
907616,treat,0.9534625892,1,1,OBESITY,106,118,ORLISTAT,76,84,"James WP, Avenell A, Broom J et al. A one-year trial to assess the value of ORLISTAT in the magement of OBESITY",
907617,treat,0.8427009716,1,1,DEPRESSION,142,157,DOXEPIN,101,108,"Dunner DL, Cohn JB, Walshe T et al. Two combined, multicenter double blind studies of paroxetine and DOXEPIN in geriatric patients with major DEPRESSION",
907618,treat,0.9970544855,1,1,MAJOR DEPRESSION,36,52,PAROXETINE,118,128,"CONCLUSIONS  In older patients with MAJOR DEPRESSION who responded to treatment, long term maintence treatment with PAROXETINE prevented recurrence of depression.",
907624,treat,0.9878291611,1,1,HYPERCHOLESTEROLEMIA,87,112,PRAVASTATIN,71,82,"Comparison of the efficacy, safety and tolerability of simvastatin and PRAVASTATIN for HYPERCHOLESTEROLEMIA",
907626,treat,0.9838699101,1,1,REFRACTORY STATUS EPILEPTICUS,13,42,PROPOFOL,63,71,"Treatment of REFRACTORY STATUS EPILEPTICUS with pentobarbital, PROPOFOL or midazolam: a systematic review.",
907627,treat,0.6246950476,1,1,MYOCARDIAL INFARCTION,49,74,TIMOLOL,35,42,The Norwegian multicenter study of TIMOLOL after MYOCARDIAL INFARCTION,
907629,treat,0.9578262852,1,1,TYPE 2 DIABETES MELLITUS,177,201,ROSIGLITAZONE,105,118,"May be used in combition with metformin or a thiazolidinedione antidiabetic agent (e.g., pioglitazone, ROSIGLITAZONE) as an adjunct to diet and exercise for the magement of TYPE 2 DIABETES MELLITUS in patients who do not achieve adequate glycemic control with diet, exercise, and monotherapy with metformin, a sulfonylurea, repaglinide, or a thiazolidinedione antidiabetic agent",
907634,treat,1,1,1,DEPRESSION,102,112,IMIPRAMINE,71,81,A double-blind comparison of the efficacy and safety of paroxetine and IMIPRAMINE in the treatment of DEPRESSION with dementia,
907635,treat,0.9830783046,1,1,PRIMARY MODERATE HYPERCHOLESTEROLEMIA,13,50,LOVASTATIN,56,66,Treatment of PRIMARY MODERATE HYPERCHOLESTEROLEMIA with LOVASTATIN (mevinolin) and colestipol.,
907636,treat,0.8616404369,1,1,IRON DEFICIENCY ANEMIA,210,232,EPOETIN ALFA THERAPY,268,288,Class:  Iron Preparations 20:04.04  Synonyms:  Iron Saccharate; Iron Sucron Complex; Saccharated Ferric Oxide  Uses  Iron Deficiency Anemia in Hemodialysis Patients Receiving Epoetin Alfa Therapy  Treatment of IRON DEFICIENCY ANEMIA in hemodialysis patients receiving EPOETIN ALFA THERAPY.,
907638,treat,0.8834522086,1,1,RHEUMATOID ARTHRITIS,67,87,DIFLUNISAL,53,63,"Palmer DG, Ferry DG, Gibbins BL et al. Ibuprofen and DIFLUNISAL in RHEUMATOID ARTHRITIS: a double-blind comparative trial",
907639,treat,1,1,1,ACUTE MAXILLARY SINUSITIS,77,106,AMOXICILLIN,45,56,Multicenter comparison of clarithromycin and AMOXICILLIN in the treatment of ACUTE MAXILLARY SINUSITIS,
907640,treat,0.9958932065,1,1,TINEA CAPITIS,140,158,TERBIFINE,108,119,"Kullavanijaya P, Reangchaim S, Ungpakorn R. Randomized single-blind study of efficacy and tolerability of TERBIFINE in the treatment of TINEA CAPITIS",
907641,treat,0.9704949588,1,1,CUTANEOUS MANIFESTATIONS OF LUPUS ERYTHEMATOSUS,75,122,THALIDOMIDE,39,50,"Stevens RJ, Andujar C, Edwards CJ et alTHALIDOMIDE in the treatment of the CUTANEOUS MANIFESTATIONS OF LUPUS ERYTHEMATOSUS experience in sixteen consecutive patients.",
907651,treat,0.9974586998,1,1,APHYLAXIS,88,99,EPINEPHRINE,11,22,"1 ,   108  EPINEPHRINE and other appropriate agents should be readily available in case APHYLAXIS or other serious allergic reaction occurs.",
907653,treat,0.9773555549,1,1,INFLAMMATION,154,166,ORAL PREDNISONE AND CYCLOPHOSPHAMIDE,81,117,"Nevertheless, immunosuppressive therapy (pulse IV methylprednisolone followed by ORAL PREDNISONE AND CYCLOPHOSPHAMIDE) can be given to attempt to control INFLAMMATION in patients who develop severe rel disease.",
907655,treat,0.979957887,1,1,ACNE,37,41,ISOTRETINOIN,61,73,Association of suicide attempts with ACNE and treatment with ISOTRETINOIN: retrospective Swedish cohort study,
907658,treat,0.966736489,1,1,SECONDARY PROPHYLAXIS OF TOXOPLASMOSIS,98,136,CLINDAMYCIN,66,77,161  For pyrimethamine dosages of 25 50 mg once daily (given with CLINDAMYCIN or sulfadiazine for SECONDARY PROPHYLAXIS OF TOXOPLASMOSIS): 10 25 mg once daily.,
907661,treat,0.9271726499,1,1,VOMITING,82,90,PROMETHAZINE,147,159,"Prochlorperazine was more effective than promethazine in uncomplicated usea and VOMITING in the emergency department  Keywords: Prochlorperazine PROMETHAZINE Treatment, emergency.",
907663,treat,1,1,1,APHYLAXIS,52,63,EPINEPHRINE,80,91,Allergic reactions are treated with antihistamines; APHYLAXIS is treated with EPINEPHRINE with IV fluids and vasopressors if necessary (see  Aphylaxis,
907665,treat,0,1,1,PELLAGRA,139,147,NIACIN,157,163,Deficiency diseases include night blindness and keratomalacia (caused by lack of vitamin A); beriberi and polyneuritis (lack of thiamine); PELLAGRA (lack of NIACIN); scurvy (lack of vitamin C); rickets and osteomalacia (lack of vitamin D); pernicious anemia (lack of gastric intrinsic factor and vitamin B 12.,
907668,treat,0.9773555549,1,1,ASTHMA,181,187,ALBUTEROL,201,210,"CONCLUSION  In mild asthma, patients with the Gly/Gly genotype had better asthma control with albuterol than when it was withdrawn, and patients with the Arg/Arg genotype had worse ASTHMA control with ALBUTEROL than when it was withdrawn.",
907669,treat,0.790569415,1,1,CIRRHOSIS,182,191,MILK THISTLE,157,169,"Altertive Therapies for Hepatitis     Normal; Altertive Therapies for Hepatitis  Therapy Best Evidencea Probably Usefulb Least Evidencec         Herbals MILK THISTLE (hepatitis, CIRRHOSIS 70 140 mg t.i.d.",
907670,treat,0.8819171037,1,1,ACETAMINOPHEN OVERDOSE,93,119,CHARCOAL,52,60,A prospective evaluation of the effect of activated CHARCOAL before oral N acetylcysteine in ACETAMINOPHEN OVERDOSE,
907692,treat,0.9383148633,1,1,DEPRESSION,137,147,SERTRALINE,14,24,"Bupropion SR, SERTRALINE or venlafaxine XR after failure of SSRIs for depression  Medication augmentation after the failure of SSRIs for DEPRESSION.",
907694,treat,0.9712858624,1,1,TYPE 1 DIABETES,544,559,INSULIN GLARGINE,510,526,"Evaluation of the impact of chiropodist care in the secondary prevention of foot ulcerations in diabetic subjects  Human epidermal growth factor enhances healing of diabetic foot ulcers  Effects of the early ACE inhibition in diabetic nonthrombolyzed patients with anterior acute myocardial infarction  The association between cardiovascular autonomic neuropathy and mortality in individuals with diabetes: a meta alysis  A randomized clinical trial comparing breakfast, dinner, or bedtime administration of INSULIN GLARGINE in patients with TYPE 1 DIABETES  Magement of dyslipidemia in children and adolescents with diabetes  Low glycemic index diets in the magement of diabetes: a meta alysis.",
907701,treat,0.9237604307,1,1,CHRONIC REL FAILURE,114,140,FUROSEMIDE,75,85,"1  Kuf H, Mutschler E. Diuretic effectiveness of hydrochlorothiazide and FUROSEMIDE alone and in combition in CHRONIC REL FAILURE",
907711,treat,0.9950371902,1,1,EAR PAIN (OTALGIA EARACHE,93,118,ANTIPYRINE,54,64,"r  Otic Pain  Used alone or in fixed combition with ANTIPYRINE for the temporary relief of EAR PAIN (OTALGIA EARACHE associated with otitis media of various causes; however, single ingredient preparations no longer commercially available in the US.",
907713,treat,0.9958932065,1,1,PENILE WARTS,150,162,PODOPHYLLOTOXIN,103,118,"1  White DJ, Billingham C, Chapman S, Drake S, Jayaweera D, Jones S, et al. Podophyllin 0.5% or 2.0% v PODOPHYLLOTOXIN 0.5% for the self treatment of PENILE WARTS: a double blind randomised study.",
907719,treat,0.9622504486,1,1,HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,52,92,EZETIMIBE,109,118,"In other studies by the same team, in patients with HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA the addition of EZETIMIBE to 40 mg/d of either simvastatin or atorvastatin increased effectiveness almost 4 times more than increasing the statin dosage to 80 mg/d  (2).",
907722,treat,0.8834522086,1,1,METASTATIC MALIGNT MELANOMA,196,225,DACARBAZINE,161,172,"Phase III study of concurrent biochemotherapy with cisplatin, vinblastine, dacarbazine, interleukin 2, and interferon alfa 2b versus cisplatin, vinblastine, and DACARBAZINE alone in patients with METASTATIC MALIGNT MELANOMA (summary last modified 10/1999.",
907723,treat,0.9863939238,1,1,TAMOXIFEN ASSOCIATED HOT FLASHES,37,69,CLONIDINE,0,9,CLONIDINE was effective for reducing TAMOXIFEN ASSOCIATED HOT FLASHES in postmenopausal women with breast cancer  Keywords: Breast neoplasms Hot flashes Tamoxifen  ACP Jourl Club.,
907730,treat,0.9830783046,1,1,OBSESSIVE COMPULSIVE DISORDER,82,116,FLUOXETINE,51,61,"Fontaine R, Chouird G. An open clinical trial of FLUOXETINE in the treatment of OBSESSIVE COMPULSIVE DISORDER",
907732,treat,0.9931270663,1,1,OSTEOARTHRITIS,450,464,PROXEN,253,261,"of intraarticular hyaluron in osteoarthritis of the knee  Comparison of the algesic efficacy and safety of nonprescription doses of proxen sodium and ibuprofen in the treatment of osteoarthritis of the knee  Lancet  Comparison of lumiracoxib with PROXEN and ibuprofen in the Therapeutic Arthritis Research and Gastrointestil Event Trial (TARGET), cardiovascular outcomes: randomised controlled trial  Pathogenesis and magement of pain in OSTEOARTHRITIS  Acupuncture in patients with osteoarthritis of the knee: a randomised trial  Assessment of upper gastrointestil safety of etoricoxib and diclofec in patients with osteoarthritis and rheumatoid arthritis in the Multitiol Etoricoxib and Diclofec Arthritis.",
907737,treat,0.9819805061,1,1,DEPRESSION,185,195,TRICYCLIC ANTIDEPRESSANTS,197,222,"Other disorders, along with the migraine medications that may be effective against them, include epilepsy (divalproex sodium, topiramate, and gabapentin), hypertension (beta blockers), DEPRESSION (TRICYCLIC ANTIDEPRESSANTS venlafaxine), bipolar disorder (divalproex sodium), insomnia (tricyclic antidepressants), essential tremor (beta blockers and topiramate), and overweight or obesity (topiramate.",
907742,treat,0.9733285268,1,1,POLYCYTHAEMIA VERA,16,34,BUSULPHAN,57,66,1  Treatment of POLYCYTHAEMIA VERA by radiophosphorus or BUSULPHAN: a randomized trial.,
907749,treat,0.953998092,1,1,SCHIZOPHRENIA,253,266,OLANZAPINE,286,296,severe mental illness (Cochrane Review)  Risperidone versus other atypical antipsychotic medication for schizophrenia (Cochrane Review)  Perazine for schizophrenia (Cochrane Review)  Benperidol for schizophrenia (Cochrane Review)  Depot risperidone for SCHIZOPHRENIA (Cochrane Review)  OLANZAPINE for schizophrenia (Cochrane Review)  Antipsychotic medication for those with both schizophrenia and learning disability (Cochrane Review)  Electroconvulsive therapy for schizophrenia (Cochrane Review)  Beta blocker supplementation of standard drug treatment for schizophrenia (Cochrane Review)  Depot fluphezine for schizophrenia (Cochrane Review)  Carbamazepine for schizophrenia and schizoaffective psychoses (Cochrane.,
907754,treat,0.9838699101,1,1,TRIGEMIL NEURALGIA,83,103,CARBAMAZEPINE,35,48,Other trials studied chronic pain: CARBAMAZEPINE was effective in 3 of 4 trials in TRIGEMIL NEURALGIA and lamotrigine was no more effective than placebo in 1 trial (Table.,
907758,treat,1,1,1,VON WILLEBRAND DISEASE,81,103,FACTOR VIII,40,51,The use of intermediate and high purity FACTOR VIII products in the treatment of VON WILLEBRAND DISEASE.,
907762,treat,0.9760921604,1,1,OSTEOARTHRITIS OF THE KNEE,550,576,GLUCOSAMINE SULPHATE,510,530,"trial  Lancet  Acupuncture in patients with osteoarthritis of the knee: a randomised trial  New England Jourl of Medicine  Glucosamine, chondroitin sulfate, and the two in combition for painful knee osteoarthritis  Osteoarthritis and Cartilage  A randomized, placebo controlled, cross over study of ginger extracts and ibuprofen in osteoarthritis  Rheumatic Diseases Clinics of North America  Homeopathy and rheumatic disease  Rheumatology (Oxford)  A randomized, double blind, placebo controlled trial of GLUCOSAMINE SULPHATE as an algesic in OSTEOARTHRITIS OF THE KNEE  Review  Altertive Medicine Review  tural treatments for osteoarthritis  Arthritis and.",
907766,treat,0.9594032236,1,1,MULTIPLE SCLEROSIS,99,121,ORAL CLADRIBINE,69,84,New Reference of Interest  2010 02 04  A placebo controlled trial of ORAL CLADRIBINE for relapsing MULTIPLE SCLEROSIS,
907785,treat,0.3651483717,1,0,PULMORY EMBOLISM,49,72,TISSUE PLASMINOGEN ACTIVATOR,17,45,Urokise versus TISSUE PLASMINOGEN ACTIVATOR in PULMORY EMBOLISM,
907795,treat,0.9863939238,1,1,REFRACTORY DIARRHOEA,13,33,OCTREOTIDE,62,72,Treatment of REFRACTORY DIARRHOEA in AIDS with acetorphan and OCTREOTIDE: a randomized crossover study.,
907799,treat,0.953998092,1,1,ASTHMA,53,59,MONTELUKAST,135,146,Because montelukast is efficacious for patients with ASTHMA selected patients with mild asthma and rhinitis may be good candidates for MONTELUKAST.,
907805,treat,0.9000703207,1,1,GASTRIC ULCERS,46,60,LANSOPRAZOLE,74,86,"cOmeprazole and lansoprazole are approved for GASTRIC ULCERS; omeprazole, LANSOPRAZOLE, and rabeprazole are approved for duodel ulcers",
907808,treat,0.9965457582,1,1,HYPERPIGMENTATION,24,41,HYDROQUINONE,54,66,"Treatment  Treatment of HYPERPIGMENTATION may include HYDROQUINONE kojic acid, alpha hydroxy acids, azelaic acid, ascorbic acid, tretinoin (Retinol), topical glucocorticoids, and licorice extract.",
907810,treat,0.8660254038,1,1,PD,278,284,IMMEDIATE RELEASE LEVODOPA,213,239,STUDY SELECTION  English language studies were selected if they evaluated the neuroprotective effects or safety of selegiline or if they compared dopamine agonists with levodopa or sustained release levodopa with IMMEDIATE RELEASE LEVODOPA in previously untreated patients with PD,
907821,treat,0.9805806757,1,1,CYTOMEGALOVIRUS RETINITIS,109,138,VALGANCICLOVIR,69,83,"Martin DF, Sierra Madero J, Walmsley S, et al: A controlled trial of VALGANCICLOVIR as induction therapy for CYTOMEGALOVIRUS RETINITIS",
907822,treat,1,1,1,BLASTOMYCOSIS,14,27,ITRACOZOLE,51,63,"Children with BLASTOMYCOSIS should be treated with ITRACOZOLE, 5 to 7 mg/kg/day",
907823,treat,0.6666666667,1,1,ARREST ARRHYTHMIA,248,265,AGENTS (ATROPINE,224,240,"The commonly used medications in cardiac resuscitation may be grouped into the following general categories: vasopressors (epinephrine or vasopressin), antiarrhythmics (amiodarone, lidocaine, and magnesium), anticholinergic AGENTS (ATROPINE if the ARREST ARRHYTHMIA is asystole or PEA is slow), and miscellaneous drugs used to treat specific problems contributing to the arrest state, such as sodium bicarbote (for severe metabolic acidosis, hyperkalemia, and certain drug overdoses) and calcium chloride (for hyperkalemia, calcium channel blocker drug overdose, or severe hypocalcemia)  see.",
907826,treat,0.9863939238,1,1,TYPE 2 DIABETES,49,64,INSULIN THERAPY,84,99,"Unfortutely, the majority of CKD patients with TYPE 2 DIABETES eventually require INSULIN THERAPY.",
907827,treat,0.990147543,1,1,PAIN,81,85,ACETAMINOPHEN,32,45,"She is given a prescription for ACETAMINOPHEN with codeine to take as needed for PAIN the week before surgery, and she is instructed to take her atenolol the morning of surgery with a sip of water.",
907829,treat,0.9701425001,1,1,PANIC DISORDER,112,126,PAROXETINE,142,152,"Lecrubier Y, Bakker A, Dunbar G et al. A comparison of paroxetine, clomipramine and placebo in the treatment of PANIC DISORDER: Collaborative PAROXETINE Panic Study Investigators.",
907842,treat,1,1,1,ASCITES,100,107,FUROSEMIDE,69,79,"Herlong HF, Hunter FM, Koff RS et al. A comparison of bumetanide and FUROSEMIDE in the treatment of ASCITES: cooperative study.",
907845,treat,0.9918365981,1,1,URETHRAL OR RECTAL GONORRHEA,41,69,IM CEFTRIAXONE,128,142,"For treatment of uncomplicated cervical, URETHRAL OR RECTAL GONORRHEA CDC and others recommend IM ceftriaxone or oral cefixime; IM CEFTRIAXONE is drug of choice for pharyngeal infections.",
907846,treat,0.875,1,1,BACTERIAL MENINGITIS,53,78,CEFTRIAXONE,14,25,Comparison of CEFTRIAXONE and traditiol therapy of BACTERIAL MENINGITIS,
907847,treat,0.9494253266,1,1,CHRONIC LYMPHOCYTIC LEUKEMIA,69,97,CHLORAMBUCIL,11,23,Effects of CHLORAMBUCIL and therapeutic decision in initial forms of CHRONIC LYMPHOCYTIC LEUKEMIA (stage A): results of a randomized clinical trial on 612 patients,
